014876A1-AC39-452B-91CC-C714C3F1D79D,top,NASA Jet Propulsion Laboratory
014876A1-AC39-452B-91CC-C714C3F1D79D,freq,24
016E5701-2427-494B-BD06-F9CE8E909F61,count,19
016E5701-2427-494B-BD06-F9CE8E909F61,unique,1
016E5701-2427-494B-BD06-F9CE8E909F61,top,Aptean
016E5701-2427-494B-BD06-F9CE8E909F61,freq,19
01718628-20DC-42F7-9F87-64DA539F6336,count,13
01718628-20DC-42F7-9F87-64DA539F6336,unique,1
01718628-20DC-42F7-9F87-64DA539F6336,top,Syrian Arab News Agency
01718628-20DC-42F7-9F87-64DA539F6336,freq,13
017FED55-76C0-4659-A4E1-ECDA5187A92A,count,16
017FED55-76C0-4659-A4E1-ECDA5187A92A,unique,1
017FED55-76C0-4659-A4E1-ECDA5187A92A,top,Pierce County Housing Authority
017FED55-76C0-4659-A4E1-ECDA5187A92A,freq,16
01C432FA-4671-4E79-96EA-50EA358082A6,count,78
01C432FA-4671-4E79-96EA-50EA358082A6,unique,1
01C432FA-4671-4E79-96EA-50EA358082A6,top,United States Department of Veterans Affairs
01C432FA-4671-4E79-96EA-50EA358082A6,freq,78
01E81B3F-A5D4-426A-8671-0021B3B6E626,count,38
01E81B3F-A5D4-426A-8671-0021B3B6E626,unique,1
01E81B3F-A5D4-426A-8671-0021B3B6E626,top,New River Health Association
01E81B3F-A5D4-426A-8671-0021B3B6E626,freq,38
021BDDC2-7CD6-42FE-B307-51051F7E6690,count,23
021BDDC2-7CD6-42FE-B307-51051F7E6690,unique,1
021BDDC2-7CD6-42FE-B307-51051F7E6690,top,Human Resources and Skills Development Canada
021BDDC2-7CD6-42FE-B307-51051F7E6690,freq,23
02275CD0-F49C-4C4F-9071-C93C30F36856,count,11
02275CD0-F49C-4C4F-9071-C93C30F36856,unique,1
02275CD0-F49C-4C4F-9071-C93C30F36856,top,RU The Central Bank of the Russian Federation
02275CD0-F49C-4C4F-9071-C93C30F36856,freq,11
022DD596-EED0-4728-804F-22E0B84C803C,count,45
022DD596-EED0-4728-804F-22E0B84C803C,unique,1
022DD596-EED0-4728-804F-22E0B84C803C,top,US National Security Agency (NSA)
022DD596-EED0-4728-804F-22E0B84C803C,freq,45
027B8E6E-6D20-4091-9AB7-E91FDC916F3C,count,3
027B8E6E-6D20-4091-9AB7-E91FDC916F3C,unique,1
027B8E6E-6D20-4091-9AB7-E91FDC916F3C,top,Delta Dental of Pennsylvania
027B8E6E-6D20-4091-9AB7-E91FDC916F3C,freq,3
02B76CA7-52A8-4684-9C68-1F79859A95A4,count,77
02B76CA7-52A8-4684-9C68-1F79859A95A4,unique,1
02B76CA7-52A8-4684-9C68-1F79859A95A4,top,United States Department of Veterans Affairs
02B76CA7-52A8-4684-9C68-1F79859A95A4,freq,77
02BC01D3-E545-4CD8-AD23-1E0148403985,count,44
02BC01D3-E545-4CD8-AD23-1E0148403985,unique,1
02BC01D3-E545-4CD8-AD23-1E0148403985,top,United States Department of Veterans Affairs
02BC01D3-E545-4CD8-AD23-1E0148403985,freq,44
02C9CE96-A87D-4B46-A2C3-2E823F0A84FF,count,37
02C9CE96-A87D-4B46-A2C3-2E823F0A84FF,unique,1
02C9CE96-A87D-4B46-A2C3-2E823F0A84FF,top,Group Health Incorporated
02C9CE96-A87D-4B46-A2C3-2E823F0A84FF,freq,37
02DEA9F3-5F14-4983-832B-62858B8AC982,count,36
02DEA9F3-5F14-4983-832B-62858B8AC982,unique,1
02DEA9F3-5F14-4983-832B-62858B8AC982,top,Group Health Cooperative
02DEA9F3-5F14-4983-832B-62858B8AC982,freq,36
02FDBD7A-988E-44A7-B6F6-413841B34FB0,count,82
02FDBD7A-988E-44A7-B6F6-413841B34FB0,unique,1
02FDBD7A-988E-44A7-B6F6-413841B34FB0,top,Montefiore Medical Center
02FDBD7A-988E-44A7-B6F6-413841B34FB0,freq,82
02FE93E3-CB57-4C96-90DA-C17D22C6A12F,count,23
02FE93E3-CB57-4C96-90DA-C17D22C6A12F,unique,1
02FE93E3-CB57-4C96-90DA-C17D22C6A12F,top,"Alere Home Monitoring, Inc."
02FE93E3-CB57-4C96-90DA-C17D22C6A12F,freq,23
0311CF15-E5D1-43C8-9364-3A1DA1BB5292,count,11
0311CF15-E5D1-43C8-9364-3A1DA1BB5292,unique,1
0311CF15-E5D1-43C8-9364-3A1DA1BB5292,top,Care2
0311CF15-E5D1-43C8-9364-3A1DA1BB5292,freq,11
032C679A-8A51-4826-B131-CB961BE4573F,count,3
032C679A-8A51-4826-B131-CB961BE4573F,unique,1
032C679A-8A51-4826-B131-CB961BE4573F,top,Trion Worlds
032C679A-8A51-4826-B131-CB961BE4573F,freq,3
039CB0B2-F6CD-4B72-9A0A-AD0E7A7D7F20,count,1
039CB0B2-F6CD-4B72-9A0A-AD0E7A7D7F20,unique,1
039CB0B2-F6CD-4B72-9A0A-AD0E7A7D7F20,top,Virginia Department of Human Resources Management
039CB0B2-F6CD-4B72-9A0A-AD0E7A7D7F20,freq,1
03B94103-B239-4093-80CB-AC9430E6CE8F,count,81
03B94103-B239-4093-80CB-AC9430E6CE8F,unique,1
03B94103-B239-4093-80CB-AC9430E6CE8F,top,Massachusetts Eye and Ear Infirmary
03B94103-B239-4093-80CB-AC9430E6CE8F,freq,81
03BEF0EF-0925-4711-8859-1EC0131397F3,count,35
03BEF0EF-0925-4711-8859-1EC0131397F3,unique,1
03BEF0EF-0925-4711-8859-1EC0131397F3,top,University of Missouri Health Care
03BEF0EF-0925-4711-8859-1EC0131397F3,freq,35
03E9CA75-28A0-43FE-936B-DABC775D0D8B,count,2
03E9CA75-28A0-43FE-936B-DABC775D0D8B,unique,1
03E9CA75-28A0-43FE-936B-DABC775D0D8B,top,"South Shore Physicians, PC"
03E9CA75-28A0-43FE-936B-DABC775D0D8B,freq,2
03ED87DE-E1D8-48E3-9C4E-7FD575E58295,count,41
03ED87DE-E1D8-48E3-9C4E-7FD575E58295,unique,1
03ED87DE-E1D8-48E3-9C4E-7FD575E58295,top,Robbins Eye Center
03ED87DE-E1D8-48E3-9C4E-7FD575E58295,freq,41
043C37EB-930B-4902-90AC-8C9AD3973A79,count,76
043C37EB-930B-4902-90AC-8C9AD3973A79,unique,1
043C37EB-930B-4902-90AC-8C9AD3973A79,top,United States Department of Veterans Affairs
043C37EB-930B-4902-90AC-8C9AD3973A79,freq,76
04490A97-BE49-4880-A1BE-63069237ABD6,count,27
04490A97-BE49-4880-A1BE-63069237ABD6,unique,1
04490A97-BE49-4880-A1BE-63069237ABD6,top,NZ Government of New Zealand
04490A97-BE49-4880-A1BE-63069237ABD6,freq,27
04583D77-90C0-42C2-B0B8-E034AC1C2F67,count,16
04583D77-90C0-42C2-B0B8-E034AC1C2F67,unique,1
04583D77-90C0-42C2-B0B8-E034AC1C2F67,top,Library Systems & Services
04583D77-90C0-42C2-B0B8-E034AC1C2F67,freq,16
045FF4EE-B45F-4520-B24A-2058CDE39116,count,23
045FF4EE-B45F-4520-B24A-2058CDE39116,unique,1
045FF4EE-B45F-4520-B24A-2058CDE39116,top,Viber
045FF4EE-B45F-4520-B24A-2058CDE39116,freq,23
0468A98A-CDBD-47B2-899F-4BEFA6776808,count,11
0468A98A-CDBD-47B2-899F-4BEFA6776808,unique,1
0468A98A-CDBD-47B2-899F-4BEFA6776808,top,Walsh Pharmacy
0468A98A-CDBD-47B2-899F-4BEFA6776808,freq,11
04762B87-8100-4D71-9270-ED44B84170EB,count,1
04762B87-8100-4D71-9270-ED44B84170EB,unique,1
04762B87-8100-4D71-9270-ED44B84170EB,top,Kenya National Registration Bureau
04762B87-8100-4D71-9270-ED44B84170EB,freq,1
04B28520-BA5F-4946-AE90-08777772EBEB,count,80
04B28520-BA5F-4946-AE90-08777772EBEB,unique,1
04B28520-BA5F-4946-AE90-08777772EBEB,top,"CardioNet, Inc"
04B28520-BA5F-4946-AE90-08777772EBEB,freq,80
04C215C8-4166-47E1-9EEA-259D05AD37AD,count,40
04C215C8-4166-47E1-9EEA-259D05AD37AD,unique,1
04C215C8-4166-47E1-9EEA-259D05AD37AD,top,Brigham & Women's Hospital
04C215C8-4166-47E1-9EEA-259D05AD37AD,freq,40
04C7A582-954B-486C-A8B9-49A244142485,count,14
04C7A582-954B-486C-A8B9-49A244142485,unique,1
04C7A582-954B-486C-A8B9-49A244142485,top,NATO Cooperative Cyber Defence Centre of Excellence
04C7A582-954B-486C-A8B9-49A244142485,freq,14
05638263-849F-4E8D-9074-05314DAB7F40,count,0
05638263-849F-4E8D-9074-05314DAB7F40,unique,0
057D4B76-8BEE-4BE1-B81B-3C9D795D386F,count,39
057D4B76-8BEE-4BE1-B81B-3C9D795D386F,unique,1
057D4B76-8BEE-4BE1-B81B-3C9D795D386F,top,St. Joseph Heritage Healthcare
057D4B76-8BEE-4BE1-B81B-3C9D795D386F,freq,39
057F49AC-11F1-4BEB-9006-F71229AD1F32,count,79
057F49AC-11F1-4BEB-9006-F71229AD1F32,unique,1
057F49AC-11F1-4BEB-9006-F71229AD1F32,top,"Blount Memorial Hospital, Inc"
057F49AC-11F1-4BEB-9006-F71229AD1F32,freq,79
05902E48-26E8-482A-BA13-B74423DE38F3,count,7
05902E48-26E8-482A-BA13-B74423DE38F3,unique,1
05902E48-26E8-482A-BA13-B74423DE38F3,top,OneWest Bank FSB
05902E48-26E8-482A-BA13-B74423DE38F3,freq,7
05919830-028D-4BF3-A061-1B7DDDED4BF8,count,43
05919830-028D-4BF3-A061-1B7DDDED4BF8,unique,1
05919830-028D-4BF3-A061-1B7DDDED4BF8,top,Alexza Pharmaceuticals
05919830-028D-4BF3-A061-1B7DDDED4BF8,freq,43
05CFF863-9618-41D5-A500-40B3F290D243,count,11
05CFF863-9618-41D5-A500-40B3F290D243,unique,1
05CFF863-9618-41D5-A500-40B3F290D243,top,Valley View University
05CFF863-9618-41D5-A500-40B3F290D243,freq,11
05E5ADC8-5CB2-4B74-A895-48EDB2A3C864,count,39
05E5ADC8-5CB2-4B74-A895-48EDB2A3C864,unique,1
05E5ADC8-5CB2-4B74-A895-48EDB2A3C864,top,Stethescope.com
05E5ADC8-5CB2-4B74-A895-48EDB2A3C864,freq,39
05E8DB48-D7D4-4118-9880-B6749D7507B3,count,6
05E8DB48-D7D4-4118-9880-B6749D7507B3,unique,1
05E8DB48-D7D4-4118-9880-B6749D7507B3,top,Cupid Media
05E8DB48-D7D4-4118-9880-B6749D7507B3,freq,6
05F8D52D-BF42-43F2-A689-BE48AF81584E,count,13
05F8D52D-BF42-43F2-A689-BE48AF81584E,unique,1
05F8D52D-BF42-43F2-A689-BE48AF81584E,top,Israel's Atomic Energy Commission
05F8D52D-BF42-43F2-A689-BE48AF81584E,freq,13
063F033E-D5F0-4A4D-8EE6-4B9A9908812A,count,13
063F033E-D5F0-4A4D-8EE6-4B9A9908812A,unique,1
063F033E-D5F0-4A4D-8EE6-4B9A9908812A,top,PS Palestine Ministry of Justice
063F033E-D5F0-4A4D-8EE6-4B9A9908812A,freq,13
064F5887-C2DA-4139-B3AA-D55906F8C30A,count,1
064F5887-C2DA-4139-B3AA-D55906F8C30A,unique,1
064F5887-C2DA-4139-B3AA-D55906F8C30A,top,LexisNexis
064F5887-C2DA-4139-B3AA-D55906F8C30A,freq,1
06CDBA93-88CE-4B7A-A4A3-C9418E2766A6,count,3
06CDBA93-88CE-4B7A-A4A3-C9418E2766A6,unique,1
06CDBA93-88CE-4B7A-A4A3-C9418E2766A6,top,University of New Haven
06CDBA93-88CE-4B7A-A4A3-C9418E2766A6,freq,3
06D577CD-5519-45E2-BF14-8560BFBEBDDF,count,3
06D577CD-5519-45E2-BF14-8560BFBEBDDF,unique,1
06D577CD-5519-45E2-BF14-8560BFBEBDDF,top,Home Office (Govt. of the United Kingdom)
06D577CD-5519-45E2-BF14-8560BFBEBDDF,freq,3
06EB298D-2912-4980-B58C-07AC2ABD856F,count,34
06EB298D-2912-4980-B58C-07AC2ABD856F,unique,1
06EB298D-2912-4980-B58C-07AC2ABD856F,top,"Medco Health Solutions, Inc."
06EB298D-2912-4980-B58C-07AC2ABD856F,freq,34
071DFC80-B4F5-4566-92C6-2C6CB9B826E4,count,12
071DFC80-B4F5-4566-92C6-2C6CB9B826E4,unique,1
071DFC80-B4F5-4566-92C6-2C6CB9B826E4,top,North Wales Transportation Committee
071DFC80-B4F5-4566-92C6-2C6CB9B826E4,freq,12
0736F42D-1973-4484-9690-0B454B42907E,count,42
0736F42D-1973-4484-9690-0B454B42907E,unique,1
0736F42D-1973-4484-9690-0B454B42907E,top,"Turkey Ministry of Food, Agriculture and Livestock"
0736F42D-1973-4484-9690-0B454B42907E,freq,42
078D63FA-B949-4357-8E4D-431D5252183D,count,12
078D63FA-B949-4357-8E4D-431D5252183D,unique,1
078D63FA-B949-4357-8E4D-431D5252183D,top,Australian Federal Police
078D63FA-B949-4357-8E4D-431D5252183D,freq,12
07A0736B-783E-4DEB-9962-3F189C2609CB,count,26
07A0736B-783E-4DEB-9962-3F189C2609CB,unique,1
07A0736B-783E-4DEB-9962-3F189C2609CB,top,"Strategic Forecasting, Inc."
07A0736B-783E-4DEB-9962-3F189C2609CB,freq,26
07A7BCEB-DE3D-4AB7-B2ED-F811F2D577EC,count,7
07A7BCEB-DE3D-4AB7-B2ED-F811F2D577EC,unique,1
07A7BCEB-DE3D-4AB7-B2ED-F811F2D577EC,top,Bellington Police Department
07A7BCEB-DE3D-4AB7-B2ED-F811F2D577EC,freq,7
07D9E30D-4A5B-4F1F-95DC-74FC5F3314C1,count,6
07D9E30D-4A5B-4F1F-95DC-74FC5F3314C1,unique,1
07D9E30D-4A5B-4F1F-95DC-74FC5F3314C1,top,United States Department of Veterans Affairs
07D9E30D-4A5B-4F1F-95DC-74FC5F3314C1,freq,6
083D7CE4-053A-4A83-B6B6-D3327FB61754,count,22
083D7CE4-053A-4A83-B6B6-D3327FB61754,unique,1
083D7CE4-053A-4A83-B6B6-D3327FB61754,top,Mid America Health
083D7CE4-053A-4A83-B6B6-D3327FB61754,freq,22
08433415-5E29-4AB9-854F-51461B623013,count,1
08433415-5E29-4AB9-854F-51461B623013,unique,1
08433415-5E29-4AB9-854F-51461B623013,top,Penn State University
08433415-5E29-4AB9-854F-51461B623013,freq,1
084F33FE-B3DC-4389-9A97-2F40D7276820,count,1
084F33FE-B3DC-4389-9A97-2F40D7276820,unique,1
084F33FE-B3DC-4389-9A97-2F40D7276820,top,SW Seattle Orthopaedic and Sports Medicine
084F33FE-B3DC-4389-9A97-2F40D7276820,freq,1
0854C805-E9B9-4B60-AEAF-8C2B8C2111BA,count,1
0854C805-E9B9-4B60-AEAF-8C2B8C2111BA,unique,1
0854C805-E9B9-4B60-AEAF-8C2B8C2111BA,top,Washington State University
0854C805-E9B9-4B60-AEAF-8C2B8C2111BA,freq,1
087F2417-4F7B-4E31-864C-D95C328604ED,count,10
087F2417-4F7B-4E31-864C-D95C328604ED,unique,1
087F2417-4F7B-4E31-864C-D95C328604ED,top,Colon & Digestive Health Specialists
087F2417-4F7B-4E31-864C-D95C328604ED,freq,10
08DC4E84-9DC5-4D00-944C-4456F037E3EA,count,12
08DC4E84-9DC5-4D00-944C-4456F037E3EA,unique,1
08DC4E84-9DC5-4D00-944C-4456F037E3EA,top,"Fidelity Investments Institutional Services Company, Inc"
08DC4E84-9DC5-4D00-944C-4456F037E3EA,freq,12
09390A4C-F45F-47D9-AED8-555A58743A34,count,0
09390A4C-F45F-47D9-AED8-555A58743A34,unique,0
09736D23-B152-48F9-A3ED-D55E22E7C2B6,count,43
09736D23-B152-48F9-A3ED-D55E22E7C2B6,unique,1
09736D23-B152-48F9-A3ED-D55E22E7C2B6,top,United States Department of Veterans Affairs
09736D23-B152-48F9-A3ED-D55E22E7C2B6,freq,43
09B3F34F-AA64-4955-A7EE-B21B4918713A,count,5
09B3F34F-AA64-4955-A7EE-B21B4918713A,unique,1
09B3F34F-AA64-4955-A7EE-B21B4918713A,top,Midlothian Council
09B3F34F-AA64-4955-A7EE-B21B4918713A,freq,5
09DA8327-D52A-4DF3-B42B-2F0930F02976,count,1
09DA8327-D52A-4DF3-B42B-2F0930F02976,unique,1
09DA8327-D52A-4DF3-B42B-2F0930F02976,top,Blue Cross and Blue Shield of Tennessee
09DA8327-D52A-4DF3-B42B-2F0930F02976,freq,1
09E06F34-1AE3-4FF3-A22E-2222C7F516D0,count,38
09E06F34-1AE3-4FF3-A22E-2222C7F516D0,unique,1
09E06F34-1AE3-4FF3-A22E-2222C7F516D0,top,"Lorenzo Brown, MD, Inc."
09E06F34-1AE3-4FF3-A22E-2222C7F516D0,freq,38
0A008C34-750B-4837-809A-C28EF5765249,count,8
0A008C34-750B-4837-809A-C28EF5765249,unique,1
0A008C34-750B-4837-809A-C28EF5765249,top,Comfort Inn and Suites
0A008C34-750B-4837-809A-C28EF5765249,freq,8
0A043544-A409-4AF4-B523-A01058883661,count,14
0A043544-A409-4AF4-B523-A01058883661,unique,1
0A043544-A409-4AF4-B523-A01058883661,top,NYU Langone Medical Center
0A043544-A409-4AF4-B523-A01058883661,freq,14
0A19BE90-9137-4CC3-8F40-60190D4FEB92,count,11
0A19BE90-9137-4CC3-8F40-60190D4FEB92,unique,1
0A19BE90-9137-4CC3-8F40-60190D4FEB92,top,Nationalist Movement Website
0A19BE90-9137-4CC3-8F40-60190D4FEB92,freq,11
0A30DD0B-7E11-49D1-8724-16382B8EB577,count,4
0A30DD0B-7E11-49D1-8724-16382B8EB577,unique,1
0A30DD0B-7E11-49D1-8724-16382B8EB577,top,ANGLO IRISH BANK CORPORATION PLC
0A30DD0B-7E11-49D1-8724-16382B8EB577,freq,4
0A8B56CE-5194-4BDB-8341-67FF3F30E5E3,count,3
0A8B56CE-5194-4BDB-8341-67FF3F30E5E3,unique,1
0A8B56CE-5194-4BDB-8341-67FF3F30E5E3,top,Logan County Emergency Ambulance Service Authority
0A8B56CE-5194-4BDB-8341-67FF3F30E5E3,freq,3
0A8C7043-1776-456D-AD0D-34552BF63C0D,count,37
0A8C7043-1776-456D-AD0D-34552BF63C0D,unique,1
0A8C7043-1776-456D-AD0D-34552BF63C0D,top,Stanford University Medical Center
0A8C7043-1776-456D-AD0D-34552BF63C0D,freq,37
0A92A7DA-5C2B-47EC-9253-1D31C71E0044,count,5
0A92A7DA-5C2B-47EC-9253-1D31C71E0044,unique,1
0A92A7DA-5C2B-47EC-9253-1D31C71E0044,top,Department of Veterans Affairs
0A92A7DA-5C2B-47EC-9253-1D31C71E0044,freq,5
0AA6AD6A-7EB2-4BB5-B9A1-319F0C00B3F9,count,25
0AA6AD6A-7EB2-4BB5-B9A1-319F0C00B3F9,unique,1
0AA6AD6A-7EB2-4BB5-B9A1-319F0C00B3F9,top,Linode
0AA6AD6A-7EB2-4BB5-B9A1-319F0C00B3F9,freq,25
0AC1ECF6-7E6D-472A-8751-9547FF55D023,count,2
0AC1ECF6-7E6D-472A-8751-9547FF55D023,unique,1
0AC1ECF6-7E6D-472A-8751-9547FF55D023,top,BENTON'S ADULT FOSTER CARE
0AC1ECF6-7E6D-472A-8751-9547FF55D023,freq,2
0AD0D199-B76A-4D25-9A84-A8D0DE58F47A,count,4
0AD0D199-B76A-4D25-9A84-A8D0DE58F47A,unique,1
0AD0D199-B76A-4D25-9A84-A8D0DE58F47A,top,Mass Event
0AD0D199-B76A-4D25-9A84-A8D0DE58F47A,freq,4
0B2E623D-9AF5-48B0-A977-777223C57AD2,count,46
0B2E623D-9AF5-48B0-A977-777223C57AD2,unique,1
0B2E623D-9AF5-48B0-A977-777223C57AD2,top,Stockport Primary Case Trust
0B2E623D-9AF5-48B0-A977-777223C57AD2,freq,46
0B5219B9-0B6D-41E7-8ECE-2886F9D4941D,count,0
0B5219B9-0B6D-41E7-8ECE-2886F9D4941D,unique,0
0B52E024-3A05-4D52-822A-B5FA409677E3,count,14
0B52E024-3A05-4D52-822A-B5FA409677E3,unique,1
0B52E024-3A05-4D52-822A-B5FA409677E3,top,Hospice Palliative Care of Alamance Caswell / LifePath Home Health
0B52E024-3A05-4D52-822A-B5FA409677E3,freq,14
0BB1A8C5-9115-46D9-9138-A28EDEA1150E,count,8
0BB1A8C5-9115-46D9-9138-A28EDEA1150E,unique,1
0BB1A8C5-9115-46D9-9138-A28EDEA1150E,top,Interactive Data
0BB1A8C5-9115-46D9-9138-A28EDEA1150E,freq,8
0BC53B42-7F9E-43FE-853C-98B1CAF2E84F,count,2
0BC53B42-7F9E-43FE-853C-98B1CAF2E84F,unique,1
0BC53B42-7F9E-43FE-853C-98B1CAF2E84F,top,Boston Teachers Union Health and Welfare Fund
0BC53B42-7F9E-43FE-853C-98B1CAF2E84F,freq,2
0BC9393D-B583-4F5D-BB1D-D3B686415716,count,1
0BC9393D-B583-4F5D-BB1D-D3B686415716,unique,1
0BC9393D-B583-4F5D-BB1D-D3B686415716,top,Neighborhood Christian Clinic
0BC9393D-B583-4F5D-BB1D-D3B686415716,freq,1
0BE266E9-F18E-4DDC-AC1C-346090406B45,count,17
0BE266E9-F18E-4DDC-AC1C-346090406B45,unique,1
0BE266E9-F18E-4DDC-AC1C-346090406B45,top,VHS Genesis Lab Inc.
0BE266E9-F18E-4DDC-AC1C-346090406B45,freq,17
0C5CB6A9-535F-4399-A09D-6B764B7699E1,count,6
0C5CB6A9-535F-4399-A09D-6B764B7699E1,unique,1
0C5CB6A9-535F-4399-A09D-6B764B7699E1,top,Hancock Physician Network
0C5CB6A9-535F-4399-A09D-6B764B7699E1,freq,6
0C61E63E-E02E-4A58-BC86-19E8F3577A18,count,1
0C61E63E-E02E-4A58-BC86-19E8F3577A18,unique,1
0C61E63E-E02E-4A58-BC86-19E8F3577A18,top,HSBC
0C61E63E-E02E-4A58-BC86-19E8F3577A18,freq,1
0C680106-00FB-4F43-B01E-67779D8664C6,count,38
0C680106-00FB-4F43-B01E-67779D8664C6,unique,1
0C680106-00FB-4F43-B01E-67779D8664C6,top,iPromo
0C680106-00FB-4F43-B01E-67779D8664C6,freq,38
0C6826E8-15C3-4B87-BEE9-24AB2CACFBB4,count,1
0C6826E8-15C3-4B87-BEE9-24AB2CACFBB4,unique,1
0C6826E8-15C3-4B87-BEE9-24AB2CACFBB4,top,Vodafone
0C6826E8-15C3-4B87-BEE9-24AB2CACFBB4,freq,1
0C6D8130-A1C0-407A-99C3-939126346DC7,count,3
0C6D8130-A1C0-407A-99C3-939126346DC7,unique,1
0C6D8130-A1C0-407A-99C3-939126346DC7,top,Sony Pictures Entertainment Inc.
0C6D8130-A1C0-407A-99C3-939126346DC7,freq,3
0C87E58D-AF2E-4299-AB0D-8DBFA2EF280E,count,1
0C87E58D-AF2E-4299-AB0D-8DBFA2EF280E,unique,1
0C87E58D-AF2E-4299-AB0D-8DBFA2EF280E,top,bitcash.bz
0C87E58D-AF2E-4299-AB0D-8DBFA2EF280E,freq,1
0CAB3086-4F4A-408F-B2C5-B71035FA0EE9,count,20
0CAB3086-4F4A-408F-B2C5-B71035FA0EE9,unique,1
0CAB3086-4F4A-408F-B2C5-B71035FA0EE9,top,Texas Department of Health and Human Services
0CAB3086-4F4A-408F-B2C5-B71035FA0EE9,freq,20
0CBF8E6C-CB74-42DD-838D-C52E420556F2,count,11
0CBF8E6C-CB74-42DD-838D-C52E420556F2,unique,1
0CBF8E6C-CB74-42DD-838D-C52E420556F2,top,BriovaRx
0CBF8E6C-CB74-42DD-838D-C52E420556F2,freq,11
0CC4183F-16B4-432B-9FFD-C09368502FC1,count,15
0CC4183F-16B4-432B-9FFD-C09368502FC1,unique,1
0CC4183F-16B4-432B-9FFD-C09368502FC1,top,"Office of Dr. Lee D. Pollan, DMD, PC."
0CC4183F-16B4-432B-9FFD-C09368502FC1,freq,15
0D02E0B8-366F-49C4-9508-94462667AABA,count,1
0D02E0B8-366F-49C4-9508-94462667AABA,unique,1
0D02E0B8-366F-49C4-9508-94462667AABA,top,Lucile Packard Children's Hospital
0D02E0B8-366F-49C4-9508-94462667AABA,freq,1
0D13C414-E37E-4253-9746-11B677C0FD58,count,37
0D13C414-E37E-4253-9746-11B677C0FD58,unique,1
0D13C414-E37E-4253-9746-11B677C0FD58,top,Wards Nursery & Garden Center
0D13C414-E37E-4253-9746-11B677C0FD58,freq,37
0D17DCFC-5501-4755-A817-20E977C2309F,count,36
0D17DCFC-5501-4755-A817-20E977C2309F,unique,1
0D17DCFC-5501-4755-A817-20E977C2309F,top,Trymedia/RealNetworks
0D17DCFC-5501-4755-A817-20E977C2309F,freq,36
